index,Num_el,Li,Be,B,C,N,Na,Mg,Al,Si,P,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,La,Ce,Pr,Nd,Sm,Gd,Tb,Dy,Ho,Er,Tm,Yb,Hf,Ta,W,Re,Ir,VEC,Pauling_EN,Melting_point_K,DFT_LDA_Etot,outer_shell_electrons,no_of_valence_electrons,Atomic_radius_calculated,Atomic_weight,Pauling_EN_div,entropy,Atomic_radius_calculated_dif,Enthalpy,Geo,E_per_el,Phase
Fe61B15Mo7Zr8Co6Y2Al1,7,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.699999999999999,1.8332,1979.46,-1485.77738404,2.09,6.699999999999999,1.5253,55.28666,0.2056787786817104,10.537097529838377,21.35664038230377,-22.82720000000001,231.02295271615415,-212.25391200571428,AM
Fe61B15Mo7Zr8Co7Y2,6,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.76,1.8359,1987.81,-1497.16514095,2.08,6.76,1.5287000000000002,55.606170000000006,0.2044998533006808,10.29841803492089,21.187947561234736,-22.4832,229.39964313980917,-249.52752349166667,AM
Gd36Y20Al24Co20,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,1.4384,1507.83,-4893.83350792,2.24,6.719999999999999,1.85,92.65348,0.2758068889639996,11.257800662894086,25.756061928746583,-32.7424,169.70499810057697,-1223.45837698,AM
La32Ce32Al16Ni5Cu3Co12,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3100000000000005,1.3461,1213.0500000000002,-5698.533393840001,2.13,4.63,1.7052,105.51683,0.3258708179631922,12.735933511472563,16.420880659322904,-27.838400000000007,472.3216940902806,-949.75556564,AM
La32Ce32Al16Ni5Cu10Co5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.449999999999999,1.3475,1184.2100000000005,-5716.572015630001,2.06,4.77,1.7003,105.83974,0.3281962065594299,12.905678468358552,16.69080637319455,-28.868800000000007,463.2614934459007,-952.7620026050002,AM
La32Ce32Al16Ni5Cu12Co3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,1.3479,1175.97,-5721.72590757,2.04,4.8100000000000005,1.6989,105.93200000000002,0.328856488456591,12.735933511472563,16.76675905262156,-29.2064,453.0358147008067,-953.620984595,AM
La32Ce32Al16Ni5Cu15,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,1.3485,1163.61,-5729.45674548,2.01,4.869999999999999,1.6968,106.07039,0.3298435235077384,12.111881649078091,16.87973613369034,-29.748800000000003,425.0894353637063,-1145.891349096,AM
La55Al25Ni5Cu10Co5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,1.387,1199.85,-4888.057428900001,2.1500000000000004,4.45,1.663,95.3797,0.3314830312399112,10.020163141490954,20.00526404661723,-33.86000000000001,250.37226406564804,-977.61148578,AM
La62Al14Cu16.67Ag3.33Ni2Co2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.86,1.3641990000000002,1207.4807,-5632.4076945282,1.94,4.86,1.7310600000000005,106.4368426,0.3486133365191297,9.478501017074253,17.104937718441885,-28.731247120000003,323.96393588383654,-938.7346157547,AM
La62Al14Cu20Ag4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92,1.3646,1191.03,-5664.039243620001,1.9,4.92,1.7302,106.92312,0.3492231951059378,8.499241007822175,17.173910292399068,-29.0752,288.1653538595167,-1416.0098109050002,AM
La62Al14Cu11.67Ag2.33Ni5Co5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0233,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,1.3635990000000002,1232.1507,-5585.138233158201,2.0,4.77,1.73236,105.7096426,0.3476980546379286,10.055715793390236,17.0004776265287,-28.37719912,347.92909248765136,-930.8563721930336,AM
La64Al14Cu10Ag2Ni5Co5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61,1.3475,1229.2900000000002,-5704.99511087,2.02,4.61,1.7417,107.07058000000002,0.3408236347438363,9.718664785796069,16.86111672368926,-27.928000000000008,341.84870028446886,-950.8325184783332,AM
La65Al14Cu9.17Ag1.83Ni5Co5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0183,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.53,1.339449,1227.8657,-5764.7456874582,2.03,4.53,1.74636,107.7488326,0.3370430927923015,9.537373605089398,16.786034356029376,-27.67569112,338.4796631922951,-960.7909479097,AM
La66Al14Cu2.5Ag1.67Ni5Co5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1486673038122544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0530954656472337,0.0530954656472337,0.0265477328236168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017733885526176,0.0,0.0,0.0,0.0,0.7008601465434852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0444940002123815,1.296199426568971,1218.3983805882976,-6084.070375794308,2.1043856854624616,4.0444940002123815,1.7696771795688648,111.21034894340023,0.3106779518932729,8.41435478093675,16.466270323062904,-26.58996111282909,310.33469930684964,-1014.0117292990514,AM
Mg65Cu15Ag5Pd5Y10,5,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,1.465,1135.5500000000002,-1214.5805345,2.2,4.3,1.539,44.93515000000001,0.2963528302547489,9.09891334855445,13.292415940325116,-13.240000000000002,514.9697087918834,-242.9161069,AM
Mg65Cu15Ag5Pd5Gd10,5,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,1.463,1114.5500000000002,-1963.2938621000003,2.2,5.0,1.56,51.76955,0.2980620740718281,9.09891334855445,16.986574735243977,-13.240000000000002,315.3391558678739,-392.6587724200001,AM
Mg65Cu7.5Ni7.5Zn5Ag5Y10,6,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.075,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.325,1.43825,1106.58,-1046.7253819,1.875,4.325,1.5285,42.519175,0.2499388675256411,9.96333719743076,13.22993515837557,-7.350000000000002,569.232119269018,-174.45423031666667,AM
Mg65Cu20Zn5Y10,4,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,1.436,1084.88,-878.778539,1.8,4.4,1.5154999999999998,40.66705,0.2456298027520276,8.163862470082297,13.302898810587408,-5.98,461.32087244976094,-219.69463475,AM
Nd60Al10Ni10Cu20,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,1.416,1310.65,-6070.4333714,1.9,7.1,1.793,107.8219,0.34745359402372,9.05311439502019,18.753231793966357,-29.08,257.42206207017665,-1517.60834285,AM
Nd60Al15Ni10Cu10Fe5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.549999999999999,1.398,1312.1,-5981.77521675,2.05,6.549999999999999,1.785,105.60875,0.3277590578458512,9.988165273492344,19.626641648971017,-28.69000000000001,259.2947561700667,-1196.35504335,AM
Nd61Al11Ni8Co5Cu15,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.890000000000001,1.4043,1318.9500000000005,-6122.653303709999,1.96,6.890000000000001,1.7991,108.12962999999998,0.3404357648661492,9.81662164221494,18.726077527010844,-28.537999999999997,279.94223034920446,-1224.5306607419998,AM
Ni39.8Cu5.97Ti15.92Zr27.86Al9.95Si0.5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0994999999999999,0.005,0.0,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.3979999999999999,0.0596999999999999,0.0,0.0,0.0,0.0,0.0,0.2786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7064,1.6590109999999998,1769.0583,-1842.670296022,2.0498,6.7064,1.656653,63.014082,0.2479546569012164,11.969049068201352,17.570521928590253,-43.46500687999998,387.69510955883663,-307.1117160036667,AM
Ni40Cu5Ti17Zr28Al10,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65,1.6542,1775.2600000000002,-1842.5766261500005,2.0500000000000003,6.65,1.6625,63.03281,0.2470553784073521,11.674722227640345,17.3603144835164,-43.194,387.3748133314015,-368.51532523,AM
Ni40Cu6Ti16Zr28Al10,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.4,0.06,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.720000000000001,1.6578000000000002,1769.4900000000002,-1850.4817126000005,2.04,6.720000000000001,1.6594,63.189600000000006,0.2479862092939846,11.766162928559403,17.428923692141545,-42.8352,387.3412243029432,-370.09634252000006,AM
Ni40Cu5Ti16.5Zr28.5Al10,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.165,0.0,0.0,0.0,0.0,0.0,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65,1.65315,1776.2200000000005,-1856.023928825,2.05,6.65,1.664,63.249595,0.2479830185718368,11.652992787301883,17.421563011309487,-43.348,383.9398983423055,-371.204785765,AM
Ni45Ti20Zr25Al10,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,1.661,1788.0,-1755.2825269,2.1,6.6,1.6555,61.489450000000005,0.2418243163951879,10.459412280557912,16.872794138859724,-44.87000000000001,367.3950209892698,-438.820631725,AM
Pr60Al10Ni10Cu20,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,1.41,1259.65,-5852.8453706,1.9,6.5,2.039,105.8215,0.3522215212050508,9.05311439502019,26.171531016268005,-29.08,132.1720875962577,-1463.21134265,AM
Sr20Ca20YBCC0Li11Mg9Zn20,8,0.1325301204819277,0.0,0.0120481927710843,0.0120481927710843,0.0,0.0,0.108433734939759,0.0,0.0,0.0,0.2409638554216867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2409638554216867,0.0,0.0,0.2409638554216867,0.0120481927710843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.325301204819278,1.2093975903614458,939.9873493975904,-1408.4291353012047,1.9036144578313252,4.325301204819278,1.76,51.42631325301205,0.3340599087660715,14.110557345245798,19.44561250164352,-15.9274205254754,373.16500873383217,-176.0536419126506,AM
Sr20Ca20YBCC0Mg20Zn10Cu10,8,0.0,0.0,0.0120481927710843,0.0120481927710843,0.0,0.0,0.2409638554216867,0.0,0.0,0.0,0.2409638554216867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1204819277108433,0.1204819277108433,0.0,0.0,0.2409638554216867,0.0120481927710843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.337349397590361,1.2832530120481929,1082.005421686747,-1417.1275260361444,1.9156626506024093,4.337349397590361,1.7344578313253012,53.50660240963855,0.3668528099628985,14.120590974633895,20.44847803598858,-14.096095224270572,337.69987079571524,-177.14094075451806,AM
Sr20Ca20YBCC0Mg20Zn20,7,0.0,0.0,0.0120481927710843,0.0120481927710843,0.0,0.0,0.2409638554216867,0.0,0.0,0.0,0.2409638554216867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2409638554216867,0.0,0.0,0.2409638554216867,0.0120481927710843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.457831325301205,1.253132530120482,1002.0777108433736,-1433.848970493976,2.036144578313253,4.457831325301205,1.730843373493976,53.72756626506024,0.322568486090783,12.731958285675972,20.6656905478212,-16.73218173900421,298.12291790285354,-204.83556721342512,AM
Ti45Cu25Ni15Sn3Be7Zr5,6,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.510000000000001,1.6897,1697.87,-1375.0050347699998,1.81,6.8100000000000005,1.6029,54.98394,0.1951535549253458,11.902335739758504,13.429079143329686,-21.198,659.9936088371625,-229.167505795,AM
Ti50Zr15Cu9Ni8Be18,5,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,1.5759,1824.7000000000005,-1224.59691152,1.91,4.75,1.6403,49.65384,0.1676430433987643,11.295223323379162,18.021253537436493,-26.3732,347.7961967537408,-244.919382304,AM
Ti55Zr10Cu9Ni8Be18,5,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,1.5864000000000005,1815.1000000000004,-1090.12388477,1.91,4.75,1.6253000000000002,47.48599,0.1582246504183213,10.696010660310762,17.300488060672876,-25.4292,357.3593231550872,-218.02477695400003,AM
Zr38.5Ti16.5Cu15.25Ni9.75Be20,5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.0,0.0,0.0,0.0,0.0,0.0975,0.1525,0.0,0.0,0.0,0.0,0.0,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2525,1.5561250000000002,1822.4950000000003,-1900.890629585,1.8475,5.2525,1.6739000000000002,60.2350275,0.2236296813372499,12.474607536266236,21.615890946519485,-33.1951,266.98115643510374,-380.1781259170001,AM
Zr39.88Ti15.12Cu13.77Ni9.98Be21.25,5,0.0,0.2125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1512,0.0,0.0,0.0,0.0,0.0,0.0998,0.1377,0.0,0.0,0.0,0.0,0.0,0.3988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1377,1.549125,1828.4331,-1917.4093787908,1.8623,5.1377,1.6740070000000005,60.140517200000005,0.2218188548681107,12.341218926268036,22.03357513383784,-34.26628064,254.2073567608103,-383.48187575816,AM
Ti40Zr25Cu9Ni8Be18,5,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,1.5549,1843.9,-1493.54296502,1.91,4.75,1.6703,53.989540000000005,0.1832511664355782,11.97654144814867,19.18281347869927,-28.2612,325.46688981601625,-298.708593004,AM
Zr42.63Ti12.37Cu11.25Ni10Be23.75,5,0.0,0.2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1236999999999999,0.0,0.0,0.0,0.0,0.0,0.1,0.1125,0.0,0.0,0.0,0.0,0.0,0.4263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9125,1.535102,1838.6621,-1950.7596360705,1.8875,4.9125,1.6740149999999998,59.9685141,0.2173927082401799,11.967707192767378,22.853050761392367,-36.140275,229.151437734077,-390.15192721410006,AM
Zr44Ti11Cu10Ni10Be25,5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,1.5281,1843.73,-1967.3135122500005,1.9,4.8,1.674,59.88083,0.2147961591835384,11.732070737686488,23.25180092213922,-37.068000000000005,217.0008729704902,-393.46270245000005,AM
Zr45.38Ti9.62Cu8.75Ni10Be26.25,5,0.0,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0962,0.0,0.0,0.0,0.0,0.0,0.1,0.0875,0.0,0.0,0.0,0.0,0.0,0.4538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6875,1.521077,1848.8171,-1984.136334483,1.9125,4.6875,1.6740150000000005,59.797481600000005,0.2119451581683336,11.459152114197858,23.644485895127147,-37.996770000000005,204.97114795587507,-396.8272668966,AM
Zr46.75Ti8.25Cu7.5Ni10Be27.5,5,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0825,0.0,0.0,0.0,0.0,0.0,0.1,0.075,0.0,0.0,0.0,0.0,0.0,0.4675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.575,1.514075,1853.885,-2000.6902106625,1.9250000000000005,4.575,1.6740000000000002,59.7097975,0.2088112649619267,11.147823119445516,24.0301204691566,-38.92175,193.053719366488,-400.13804213250006,AM
